,Date,Trip_ID,Stop_Name,Latitude,Longitude,Visit_Time,Visit_Duration_Min,Travel_Next_Min,Day_Of_Week,Month,Hour,Is_Weekend,Traffic_Level,Stop_Encoded,Cluster,Stop_Frequency,Avg_Stop_Time,Daily_Visits,Route_Efficiency
D10,2026-02-23,TRP-1206,Store A,17.385,78.486,1900-01-01 13:15:00,18,18,Monday,February,13,0,1,39,4,38,28.526315789473685,1,0.9473684210526315
D10,2026-02-24,TRP-1207,Pharmacy 1,17.375,78.472,1900-01-01 10:00:00,31,19,Tuesday,February,10,0,2,31,2,24,27.541666666666668,1,1.55
D10,2026-02-25,TRP-1208,Store J,17.395,78.505,1900-01-01 10:45:00,27,17,Wednesday,February,10,0,2,48,4,34,28.352941176470587,1,1.5
D10,2026-02-26,TRP-1209,Office A,17.38,78.475,1900-01-01 13:30:00,37,20,Thursday,February,13,0,1,21,2,32,28.09375,1,1.7619047619047619
D10,2026-02-28,TRP-1210,Hub South,17.33,78.44,1900-01-01 08:30:00,24,42,Saturday,February,8,1,2,15,1,33,27.272727272727273,1,0.5581395348837209
D10,2026-03-03,TRP-1211,Hotel A,17.388,78.492,1900-01-01 13:30:00,40,42,Tuesday,March,13,0,1,11,4,44,28.045454545454547,2,0.9302325581395349
D10,2026-03-07,TRP-1212,Outlet 5,17.412,78.498,1900-01-01 15:00:00,60,29,Saturday,March,15,1,1,28,4,43,28.72093023255814,1,2.0
D10,2026-03-10,TRP-1213,Hub East,17.395,78.55,1900-01-01 12:00:00,31,19,Tuesday,March,12,0,1,13,0,39,27.94871794871795,1,1.55
D10,2026-03-11,TRP-1214,Bus Terminal,17.384,78.456,1900-01-01 15:00:00,54,45,Wednesday,March,15,0,1,3,2,42,25.738095238095237,1,1.173913043478261
D10,2026-03-12,TRP-1215,Shopping Center,17.445,78.527,1900-01-01 14:45:00,40,18,Thursday,March,14,0,1,38,0,39,29.94871794871795,1,2.1052631578947367
D10,2026-03-17,TRP-1216,Store B,17.39,78.495,1900-01-01 15:00:00,32,30,Tuesday,March,15,0,1,40,4,37,26.35135135135135,1,1.032258064516129
D10,2026-03-21,TRP-1217,Hub South,17.33,78.44,1900-01-01 16:15:00,18,17,Saturday,March,16,1,1,15,1,33,27.272727272727273,1,1.0
D10,2026-03-23,TRP-1218,Store H,17.35,78.46,1900-01-01 08:30:00,49,15,Monday,March,8,0,2,46,2,39,25.41025641025641,1,3.0625
D10,2026-03-24,TRP-1219,Outlet 3,17.365,78.478,1900-01-01 09:30:00,60,20,Tuesday,March,9,0,2,26,2,29,24.620689655172413,1,2.857142857142857
D10,2026-03-26,TRP-1220,Store H,17.35,78.46,1900-01-01 15:15:00,15,37,Thursday,March,15,0,1,46,2,39,25.41025641025641,1,0.39473684210526316
D10,2026-03-28,TRP-1221,Hub North,17.45,78.54,1900-01-01 08:45:00,10,12,Saturday,March,8,1,2,14,0,53,27.39622641509434,2,0.7692307692307693
D10,2026-04-01,TRP-1222,Hotel A,17.388,78.492,1900-01-01 12:00:00,32,12,Wednesday,April,12,0,1,11,4,44,28.045454545454547,1,2.4615384615384617
D10,2026-04-02,TRP-1223,Restaurant 1,17.402,78.502,1900-01-01 15:45:00,12,36,Thursday,April,15,0,1,34,4,32,30.96875,1,0.32432432432432434
D10,2026-04-14,TRP-1224,Outlet 1,17.385,78.49,1900-01-01 16:45:00,43,32,Tuesday,April,16,0,1,24,4,35,27.82857142857143,1,1.303030303030303
D10,2026-04-16,TRP-1225,Store C,17.375,78.48,1900-01-01 10:45:00,54,23,Thursday,April,10,0,2,41,2,41,29.146341463414632,1,2.25
D10,2026-04-19,TRP-1226,Tech Park 2,17.355,78.458,1900-01-01 15:15:00,29,36,Sunday,April,15,1,1,50,2,38,26.289473684210527,1,0.7837837837837838
D10,2026-04-23,TRP-1227,Factory 2,17.32,78.43,1900-01-01 09:15:00,36,31,Thursday,April,9,0,2,10,1,40,27.15,1,1.125
D10,2026-04-24,TRP-1228,Office C,17.415,78.485,1900-01-01 16:45:00,56,27,Friday,April,16,0,1,23,4,34,27.852941176470587,1,2.0
D10,2026-04-25,TRP-1229,Railway Station,17.432,78.498,1900-01-01 12:45:00,41,45,Saturday,April,12,1,1,33,0,37,27.62162162162162,1,0.8913043478260869
D10,2026-04-27,TRP-1230,Depot A,17.435,78.535,1900-01-01 14:15:00,52,37,Monday,April,14,0,1,7,0,41,28.926829268292682,1,1.368421052631579
D10,2026-04-28,TRP-1231,Railway Station,17.432,78.498,1900-01-01 11:45:00,43,11,Tuesday,April,11,0,1,33,0,37,27.62162162162162,1,3.5833333333333335
D10,2026-04-29,TRP-1232,Outlet 1,17.385,78.49,1900-01-01 08:00:00,58,13,Wednesday,April,8,0,2,24,4,35,27.82857142857143,1,4.142857142857143
D10,2026-05-03,TRP-1233,Pharmacy 1,17.375,78.472,1900-01-01 14:00:00,46,20,Sunday,May,14,1,1,31,2,24,27.541666666666668,1,2.1904761904761907
D10,2026-05-06,TRP-1234,Outlet 3,17.365,78.478,1900-01-01 14:45:00,60,17,Wednesday,May,14,0,1,26,2,29,24.620689655172413,1,3.3333333333333335
D10,2026-05-07,TRP-1235,Community Center,17.362,78.484,1900-01-01 11:15:00,43,39,Thursday,May,11,0,1,6,2,33,26.363636363636363,1,1.075
D10,2026-05-13,TRP-1236,Hotel B,17.378,78.476,1900-01-01 11:00:00,45,15,Wednesday,May,11,0,1,12,2,40,25.2,1,2.8125
D10,2026-05-14,TRP-1237,Warehouse 1,17.44,78.53,1900-01-01 13:30:00,58,36,Thursday,May,13,0,1,51,0,38,27.92105263157895,1,1.5675675675675675
D10,2026-05-15,TRP-1238,Hub South,17.33,78.44,1900-01-01 14:30:00,56,21,Friday,May,14,0,1,15,1,33,27.272727272727273,1,2.5454545454545454
D10,2026-05-17,TRP-1239,Shopping Center,17.445,78.527,1900-01-01 10:15:00,33,30,Sunday,May,10,1,2,38,0,39,29.94871794871795,1,1.064516129032258
D10,2026-05-25,TRP-1240,Depot A,17.435,78.535,1900-01-01 12:15:00,11,26,Monday,May,12,0,1,7,0,41,28.926829268292682,1,0.4074074074074074
D10,2026-05-27,TRP-1241,Shopping Center,17.445,78.527,1900-01-01 13:30:00,26,22,Wednesday,May,13,0,1,38,0,39,29.94871794871795,1,1.1304347826086956
D10,2026-05-28,TRP-1242,Hotel A,17.388,78.492,1900-01-01 12:15:00,42,40,Thursday,May,12,0,1,11,4,44,28.045454545454547,1,1.024390243902439
D10,2026-05-29,TRP-1243,Tech Park 1,17.425,78.515,1900-01-01 10:00:00,25,24,Friday,May,10,0,2,49,0,35,24.485714285714284,2,1.0
D10,2026-06-03,TRP-1244,Community Center,17.362,78.484,1900-01-01 11:00:00,53,15,Wednesday,June,11,0,1,6,2,33,26.363636363636363,1,3.3125
D10,2026-06-06,TRP-1245,Office A,17.38,78.475,1900-01-01 16:45:00,40,45,Saturday,June,16,1,1,21,2,32,28.09375,1,0.8695652173913043
D10,2026-06-07,TRP-1246,School 1,17.372,78.468,1900-01-01 14:30:00,23,19,Sunday,June,14,1,1,36,2,30,28.1,1,1.15
D10,2026-06-10,TRP-1247,Office C,17.415,78.485,1900-01-01 09:30:00,29,32,Wednesday,June,9,0,2,23,4,34,27.852941176470587,1,0.8787878787878788
D10,2026-06-13,TRP-1248,Bus Terminal,17.384,78.456,1900-01-01 15:15:00,12,28,Saturday,June,15,1,1,3,2,42,25.738095238095237,1,0.41379310344827586
D10,2026-06-14,TRP-1249,Warehouse 1,17.44,78.53,1900-01-01 11:30:00,54,37,Sunday,June,11,1,1,51,0,38,27.92105263157895,1,1.4210526315789473
D10,2026-06-15,TRP-1250,Community Center,17.362,78.484,1900-01-01 12:45:00,57,20,Monday,June,12,0,1,6,2,33,26.363636363636363,1,2.7142857142857144
D10,2026-06-17,TRP-1251,Hub South,17.33,78.44,1900-01-01 11:15:00,17,12,Wednesday,June,11,0,1,15,1,33,27.272727272727273,1,1.3076923076923077
D10,2026-06-22,TRP-1252,Outlet 5,17.412,78.498,1900-01-01 11:00:00,14,29,Monday,June,11,0,1,28,4,43,28.72093023255814,1,0.4666666666666667
D10,2026-06-23,TRP-1253,Outlet 4,17.398,78.472,1900-01-01 14:15:00,20,11,Tuesday,June,14,0,1,27,4,35,27.114285714285714,1,1.6666666666666667
D10,2026-06-25,TRP-1254,Bank A,17.388,78.482,1900-01-01 12:15:00,60,15,Thursday,June,12,0,1,1,4,36,27.166666666666668,1,3.75
D10,2026-07-02,TRP-1255,Market 1,17.395,78.488,1900-01-01 15:45:00,34,37,Thursday,July,15,0,1,19,4,52,25.71153846153846,1,0.8947368421052632
D10,2026-07-03,TRP-1256,Hub South,17.33,78.44,1900-01-01 13:30:00,15,36,Friday,July,13,0,1,15,1,33,27.272727272727273,1,0.40540540540540543
D10,2026-07-04,TRP-1257,Park A,17.418,78.518,1900-01-01 08:30:00,11,15,Saturday,July,8,1,2,29,0,29,26.79310344827586,1,0.6875
D10,2026-07-06,TRP-1258,School 2,17.408,78.512,1900-01-01 12:00:00,12,18,Monday,July,12,0,1,37,4,49,26.6734693877551,1,0.631578947368421
D10,2026-07-07,TRP-1259,Office B,17.405,78.515,1900-01-01 12:30:00,43,26,Tuesday,July,12,0,1,22,4,28,22.071428571428573,1,1.5925925925925926
D10,2026-07-08,TRP-1260,Hub East,17.395,78.55,1900-01-01 11:30:00,18,37,Wednesday,July,11,0,1,13,0,39,27.94871794871795,1,0.47368421052631576
D10,2026-07-09,TRP-1261,Store D,17.4,78.5,1900-01-01 15:15:00,41,45,Thursday,July,15,0,1,42,4,50,29.36,1,0.8913043478260869
D10,2026-07-10,TRP-1262,Hotel B,17.378,78.476,1900-01-01 13:30:00,20,31,Friday,July,13,0,1,12,2,40,25.2,1,0.625
D10,2026-07-12,TRP-1263,Hub West,17.395,78.43,1900-01-01 12:45:00,31,17,Sunday,July,12,1,1,16,3,49,29.20408163265306,1,1.7222222222222223
D10,2026-07-26,TRP-1264,Outlet 1,17.385,78.49,1900-01-01 12:15:00,19,21,Sunday,July,12,1,1,24,4,35,27.82857142857143,1,0.8636363636363636
D10,2026-07-30,TRP-1265,Hub North,17.45,78.54,1900-01-01 13:00:00,13,27,Thursday,July,13,0,1,14,0,53,27.39622641509434,1,0.4642857142857143
D10,2026-08-05,TRP-1266,Hub West,17.395,78.43,1900-01-01 08:45:00,20,37,Wednesday,August,8,0,2,16,3,49,29.20408163265306,1,0.5263157894736842
D10,2026-08-08,TRP-1267,Clinic B,17.392,78.496,1900-01-01 12:30:00,41,45,Saturday,August,12,1,1,5,4,39,28.384615384615383,1,0.8913043478260869
D10,2026-08-09,TRP-1268,Warehouse 1,17.44,78.53,1900-01-01 10:00:00,35,30,Sunday,August,10,1,2,51,0,38,27.92105263157895,1,1.1290322580645162
D10,2026-08-11,TRP-1269,Depot B,17.345,78.455,1900-01-01 12:15:00,54,36,Tuesday,August,12,0,1,8,2,43,28.790697674418606,2,1.4594594594594594
D10,2026-08-13,TRP-1270,Tech Park 1,17.425,78.515,1900-01-01 13:00:00,44,23,Thursday,August,13,0,1,49,0,35,24.485714285714284,1,1.8333333333333333
D10,2026-08-21,TRP-1271,Store A,17.385,78.486,1900-01-01 16:15:00,28,37,Friday,August,16,0,1,39,4,38,28.526315789473685,1,0.7368421052631579
D10,2026-08-22,TRP-1272,Factory 2,17.32,78.43,1900-01-01 09:15:00,43,43,Saturday,August,9,1,2,10,1,40,27.15,1,0.9772727272727273
D10,2026-08-23,TRP-1273,Clinic B,17.392,78.496,1900-01-01 11:15:00,48,24,Sunday,August,11,1,1,5,4,39,28.384615384615383,1,1.92
D10,2026-08-26,TRP-1274,Outlet 4,17.398,78.472,1900-01-01 11:30:00,49,18,Wednesday,August,11,0,1,27,4,35,27.114285714285714,1,2.5789473684210527
D10,2026-08-28,TRP-1275,Warehouse 1,17.44,78.53,1900-01-01 16:15:00,22,32,Friday,August,16,0,1,51,0,38,27.92105263157895,1,0.6666666666666666
D10,2026-08-31,TRP-1276,Bus Terminal,17.384,78.456,1900-01-01 09:00:00,30,15,Monday,August,9,0,2,3,2,42,25.738095238095237,1,1.875
D10,2026-09-05,TRP-1277,Clinic A,17.382,78.483,1900-01-01 08:30:00,37,34,Saturday,September,8,1,2,4,4,42,28.404761904761905,2,1.0571428571428572
D10,2026-09-06,TRP-1278,Outlet 4,17.398,78.472,1900-01-01 10:15:00,48,31,Sunday,September,10,1,2,27,4,35,27.114285714285714,2,1.5
D10,2026-09-09,TRP-1279,Bank A,17.388,78.482,1900-01-01 13:00:00,43,36,Wednesday,September,13,0,1,1,4,36,27.166666666666668,1,1.162162162162162
D10,2026-09-11,TRP-1280,Restaurant 1,17.402,78.502,1900-01-01 09:45:00,55,16,Friday,September,9,0,2,34,4,32,30.96875,1,3.235294117647059
D10,2026-09-12,TRP-1281,Bus Terminal,17.384,78.456,1900-01-01 09:30:00,37,13,Saturday,September,9,1,2,3,2,42,25.738095238095237,1,2.642857142857143
D10,2026-09-14,TRP-1282,School 1,17.372,78.468,1900-01-01 16:45:00,20,33,Monday,September,16,0,1,36,2,30,28.1,1,0.5882352941176471
D10,2026-09-19,TRP-1283,Store F,17.41,78.51,1900-01-01 12:30:00,34,32,Saturday,September,12,1,1,44,4,31,24.774193548387096,1,1.0303030303030303
D10,2026-09-20,TRP-1284,Store H,17.35,78.46,1900-01-01 09:15:00,36,21,Sunday,September,9,1,2,46,2,39,25.41025641025641,1,1.6363636363636365
D10,2026-09-21,TRP-1285,Store C,17.375,78.48,1900-01-01 11:00:00,21,27,Monday,September,11,0,1,41,2,41,29.146341463414632,1,0.75
D10,2026-09-28,TRP-1286,Hotel A,17.388,78.492,1900-01-01 10:45:00,52,23,Monday,September,10,0,2,11,4,44,28.045454545454547,1,2.1666666666666665
D10,2026-09-29,TRP-1287,Warehouse 2,17.34,78.45,1900-01-01 12:15:00,33,34,Tuesday,September,12,0,1,52,2,30,24.766666666666666,1,0.9428571428571428
D10,2026-10-02,TRP-1288,Bank A,17.388,78.482,1900-01-01 08:30:00,51,12,Friday,October,8,0,2,1,4,36,27.166666666666668,1,3.923076923076923
D10,2026-10-03,TRP-1289,Store G,17.42,78.49,1900-01-01 08:00:00,27,37,Saturday,October,8,1,2,45,4,47,30.80851063829787,1,0.7105263157894737
D10,2026-10-06,TRP-1290,Pharmacy 1,17.375,78.472,1900-01-01 14:00:00,37,16,Tuesday,October,14,0,1,31,2,24,27.541666666666668,1,2.176470588235294
D10,2026-10-10,TRP-1291,Hub West,17.395,78.43,1900-01-01 16:00:00,57,36,Saturday,October,16,1,1,16,3,49,29.20408163265306,1,1.5405405405405406
D10,2026-10-15,TRP-1292,Bank B,17.398,78.498,1900-01-01 16:00:00,10,27,Thursday,October,16,0,1,2,4,29,29.17241379310345,1,0.35714285714285715
D10,2026-10-17,TRP-1293,Clinic B,17.392,78.496,1900-01-01 12:45:00,52,25,Saturday,October,12,1,1,5,4,39,28.384615384615383,1,2.0
D10,2026-10-18,TRP-1294,Store E,17.36,78.47,1900-01-01 08:15:00,57,27,Sunday,October,8,1,2,43,2,38,27.5,1,2.0357142857142856
D10,2026-10-25,TRP-1295,Store J,17.395,78.505,1900-01-01 13:00:00,58,14,Sunday,October,13,1,1,48,4,34,28.352941176470587,1,3.8666666666666667
D10,2026-10-26,TRP-1296,Office C,17.415,78.485,1900-01-01 15:45:00,15,33,Monday,October,15,0,1,23,4,34,27.852941176470587,2,0.4411764705882353
D10,2026-10-28,TRP-1297,Store E,17.36,78.47,1900-01-01 09:30:00,18,38,Wednesday,October,9,0,2,43,2,38,27.5,1,0.46153846153846156
D10,2026-10-30,TRP-1298,Factory 2,17.32,78.43,1900-01-01 15:00:00,41,10,Friday,October,15,0,1,10,1,40,27.15,1,3.727272727272727
D10,2026-11-01,TRP-1299,Clinic B,17.392,78.496,1900-01-01 12:15:00,58,27,Sunday,November,12,1,1,5,4,39,28.384615384615383,1,2.0714285714285716
D10,2026-11-03,TRP-1300,Bank A,17.388,78.482,1900-01-01 08:00:00,58,23,Tuesday,November,8,0,2,1,4,36,27.166666666666668,1,2.4166666666666665
D10,2026-11-04,TRP-1301,Hub South,17.33,78.44,1900-01-01 10:45:00,46,42,Wednesday,November,10,0,2,15,1,33,27.272727272727273,1,1.069767441860465
D10,2026-11-08,TRP-1302,Railway Station,17.432,78.498,1900-01-01 13:15:00,41,20,Sunday,November,13,1,1,33,0,37,27.62162162162162,1,1.9523809523809523
D10,2026-11-09,TRP-1303,Office A,17.38,78.475,1900-01-01 09:45:00,55,14,Monday,November,9,0,2,21,2,32,28.09375,1,3.6666666666666665
D10,2026-11-11,TRP-1304,Depot A,17.435,78.535,1900-01-01 14:45:00,57,42,Wednesday,November,14,0,1,7,0,41,28.926829268292682,1,1.3255813953488371
D10,2026-11-15,TRP-1305,Hub West,17.395,78.43,1900-01-01 15:00:00,12,24,Sunday,November,15,1,1,16,3,49,29.20408163265306,1,0.48
D10,2026-11-20,TRP-1306,Outlet 3,17.365,78.478,1900-01-01 09:00:00,28,15,Friday,November,9,0,2,26,2,29,24.620689655172413,1,1.75
D10,2026-11-21,TRP-1307,Office A,17.38,78.475,1900-01-01 15:45:00,23,44,Saturday,November,15,1,1,21,2,32,28.09375,1,0.5111111111111111
D10,2026-11-23,TRP-1308,Factory 2,17.32,78.43,1900-01-01 15:15:00,58,14,Monday,November,15,0,1,10,1,40,27.15,1,3.8666666666666667
D10,2026-11-26,TRP-1309,Store B,17.39,78.495,1900-01-01 15:00:00,52,37,Thursday,November,15,0,1,40,4,37,26.35135135135135,1,1.368421052631579
D10,2026-12-02,TRP-1310,Clinic B,17.392,78.496,1900-01-01 10:45:00,18,43,Wednesday,December,10,0,2,5,4,39,28.384615384615383,1,0.4090909090909091
D10,2026-12-08,TRP-1311,Outlet 3,17.365,78.478,1900-01-01 10:30:00,56,14,Tuesday,December,10,0,2,26,2,29,24.620689655172413,1,3.7333333333333334
D10,2026-12-11,TRP-1312,Outlet 2,17.375,78.505,1900-01-01 12:15:00,36,30,Friday,December,12,0,1,25,4,34,26.205882352941178,1,1.1612903225806452
D10,2026-12-13,TRP-1313,Depot A,17.435,78.535,1900-01-01 12:45:00,52,41,Sunday,December,12,1,1,7,0,41,28.926829268292682,1,1.2380952380952381
D10,2026-12-14,TRP-1314,Hotel B,17.378,78.476,1900-01-01 15:30:00,48,19,Monday,December,15,0,1,12,2,40,25.2,1,2.4
D10,2026-12-15,TRP-1315,Outlet 1,17.385,78.49,1900-01-01 09:15:00,54,42,Tuesday,December,9,0,2,24,4,35,27.82857142857143,1,1.255813953488372
D10,2026-12-17,TRP-1316,Park B,17.358,78.458,1900-01-01 08:00:00,41,13,Thursday,December,8,0,2,30,2,33,24.484848484848484,1,2.9285714285714284
D10,2026-12-24,TRP-1317,Hotel B,17.378,78.476,1900-01-01 11:00:00,27,34,Thursday,December,11,0,1,12,2,40,25.2,2,0.7714285714285715
D10,2026-12-25,TRP-1318,Depot A,17.435,78.535,1900-01-01 12:15:00,11,22,Friday,December,12,0,1,7,0,41,28.926829268292682,1,0.4782608695652174
D10,2026-12-27,TRP-1319,Clinic A,17.382,78.483,1900-01-01 13:45:00,12,38,Sunday,December,13,1,1,4,4,42,28.404761904761905,2,0.3076923076923077
D10,2026-12-28,TRP-1320,Bus Terminal,17.384,78.456,1900-01-01 13:15:00,30,22,Monday,December,13,0,1,3,2,42,25.738095238095237,1,1.3043478260869565
D11,2026-01-01,TRP-1321,Hub East,17.395,78.55,1900-01-01 10:15:00,24,31,Thursday,January,10,0,2,13,0,39,27.94871794871795,1,0.75
D11,2026-01-03,TRP-1322,Bank A,17.388,78.482,1900-01-01 14:00:00,53,35,Saturday,January,14,1,1,1,4,36,27.166666666666668,1,1.4722222222222223
D11,2026-01-08,TRP-1323,Store H,17.35,78.46,1900-01-01 12:45:00,55,36,Thursday,January,12,0,1,46,2,39,25.41025641025641,1,1.4864864864864864
D11,2026-01-12,TRP-1324,Shopping Center,17.445,78.527,1900-01-01 16:15:00,54,16,Monday,January,16,0,1,38,0,39,29.94871794871795,1,3.176470588235294
D11,2026-01-13,TRP-1325,Factory 2,17.32,78.43,1900-01-01 14:00:00,20,11,Tuesday,January,14,0,1,10,1,40,27.15,1,1.6666666666666667
D11,2026-01-16,TRP-1326,Hotel B,17.378,78.476,1900-01-01 14:30:00,22,14,Friday,January,14,0,1,12,2,40,25.2,1,1.4666666666666666
D11,2026-01-18,TRP-1327,Store A,17.385,78.486,1900-01-01 12:30:00,10,29,Sunday,January,12,1,1,39,4,38,28.526315789473685,1,0.3333333333333333
D11,2026-01-19,TRP-1328,Hotel B,17.378,78.476,1900-01-01 09:30:00,26,10,Monday,January,9,0,2,12,2,40,25.2,1,2.3636363636363638
D11,2026-01-24,TRP-1329,Store D,17.4,78.5,1900-01-01 11:30:00,31,34,Saturday,January,11,1,1,42,4,50,29.36,1,0.8857142857142857
D11,2026-01-27,TRP-1330,Shopping Center,17.445,78.527,1900-01-01 11:15:00,26,42,Tuesday,January,11,0,1,38,0,39,29.94871794871795,1,0.6046511627906976
D11,2026-01-31,TRP-1331,School 1,17.372,78.468,1900-01-01 08:00:00,41,25,Saturday,January,8,1,2,36,2,30,28.1,1,1.5769230769230769
D11,2026-02-03,TRP-1332,Tech Park 2,17.355,78.458,1900-01-01 10:15:00,30,34,Tuesday,February,10,0,2,50,2,38,26.289473684210527,1,0.8571428571428571
D11,2026-02-05,TRP-1333,Railway Station,17.432,78.498,1900-01-01 13:30:00,49,25,Thursday,February,13,0,1,33,0,37,27.62162162162162,1,1.8846153846153846
D11,2026-02-07,TRP-1334,Office B,17.405,78.515,1900-01-01 15:30:00,44,12,Saturday,February,15,1,1,22,4,28,22.071428571428573,2,3.3846153846153846
D11,2026-02-10,TRP-1335,Bank A,17.388,78.482,1900-01-01 15:30:00,41,13,Tuesday,February,15,0,1,1,4,36,27.166666666666668,1,2.9285714285714284
D11,2026-02-12,TRP-1336,Outlet 5,17.412,78.498,1900-01-01 08:00:00,30,27,Thursday,February,8,0,2,28,4,43,28.72093023255814,1,1.0714285714285714
D11,2026-02-14,TRP-1337,Store J,17.395,78.505,1900-01-01 13:15:00,33,27,Saturday,February,13,1,1,48,4,34,28.352941176470587,1,1.1785714285714286
D11,2026-02-15,TRP-1338,Store J,17.395,78.505,1900-01-01 09:15:00,32,27,Sunday,February,9,1,2,48,4,34,28.352941176470587,1,1.1428571428571428
D11,2026-02-19,TRP-1339,Factory 1,17.46,78.55,1900-01-01 14:00:00,20,15,Thursday,February,14,0,1,9,0,36,24.38888888888889,1,1.25
D11,2026-02-22,TRP-1340,Hub North,17.45,78.54,1900-01-01 10:45:00,30,14,Sunday,February,10,1,2,14,0,53,27.39622641509434,3,2.0
D11,2026-02-26,TRP-1341,Shopping Center,17.445,78.527,1900-01-01 11:45:00,13,38,Thursday,February,11,0,1,38,0,39,29.94871794871795,1,0.3333333333333333
D11,2026-02-28,TRP-1342,Office C,17.415,78.485,1900-01-01 15:30:00,29,19,Saturday,February,15,1,1,23,4,34,27.852941176470587,1,1.45
D11,2026-03-02,TRP-1343,Pharmacy 1,17.375,78.472,1900-01-01 11:30:00,27,19,Monday,March,11,0,1,31,2,24,27.541666666666668,1,1.35
D11,2026-03-05,TRP-1344,Restaurant 1,17.402,78.502,1900-01-01 14:15:00,50,20,Thursday,March,14,0,1,34,4,32,30.96875,1,2.380952380952381
D11,2026-03-07,TRP-1345,Outlet 1,17.385,78.49,1900-01-01 13:45:00,18,39,Saturday,March,13,1,1,24,4,35,27.82857142857143,2,0.45
D11,2026-03-11,TRP-1346,Depot A,17.435,78.535,1900-01-01 16:15:00,45,28,Wednesday,March,16,0,1,7,0,41,28.926829268292682,1,1.5517241379310345
D11,2026-03-12,TRP-1347,Market 1,17.395,78.488,1900-01-01 16:00:00,15,33,Thursday,March,16,0,1,19,4,52,25.71153846153846,1,0.4411764705882353
D11,2026-03-15,TRP-1348,Store J,17.395,78.505,1900-01-01 10:45:00,53,33,Sunday,March,10,1,2,48,4,34,28.352941176470587,1,1.5588235294117647
D11,2026-03-19,TRP-1349,Mall 1,17.37,78.465,1900-01-01 08:00:00,58,11,Thursday,March,8,0,2,17,2,39,29.71794871794872,2,4.833333333333333
D11,2026-03-20,TRP-1350,Shopping Center,17.445,78.527,1900-01-01 09:30:00,25,28,Friday,March,9,0,2,38,0,39,29.94871794871795,1,0.8620689655172413
D11,2026-03-24,TRP-1351,Store D,17.4,78.5,1900-01-01 10:30:00,28,23,Tuesday,March,10,0,2,42,4,50,29.36,1,1.1666666666666667
D11,2026-03-25,TRP-1352,Depot B,17.345,78.455,1900-01-01 14:00:00,38,12,Wednesday,March,14,0,1,8,2,43,28.790697674418606,2,2.923076923076923
D11,2026-03-31,TRP-1353,Store I,17.43,78.52,1900-01-01 11:15:00,35,38,Tuesday,March,11,0,1,47,0,41,28.170731707317074,1,0.8974358974358975
D11,2026-04-01,TRP-1354,Hub North,17.45,78.54,1900-01-01 11:45:00,37,22,Wednesday,April,11,0,1,14,0,53,27.39622641509434,1,1.608695652173913
D11,2026-04-02,TRP-1355,Hub North,17.45,78.54,1900-01-01 16:15:00,34,19,Thursday,April,16,0,1,14,0,53,27.39622641509434,2,1.7
D11,2026-04-03,TRP-1356,Hub West,17.395,78.43,1900-01-01 11:45:00,14,20,Friday,April,11,0,1,16,3,49,29.20408163265306,1,0.6666666666666666
D11,2026-04-04,TRP-1357,Depot B,17.345,78.455,1900-01-01 10:15:00,11,32,Saturday,April,10,1,2,8,2,43,28.790697674418606,1,0.3333333333333333
D11,2026-04-15,TRP-1358,Store I,17.43,78.52,1900-01-01 10:15:00,11,22,Wednesday,April,10,0,2,47,0,41,28.170731707317074,1,0.4782608695652174
D11,2026-04-19,TRP-1359,Store H,17.35,78.46,1900-01-01 10:45:00,25,19,Sunday,April,10,1,2,46,2,39,25.41025641025641,1,1.25
D11,2026-04-23,TRP-1360,Outlet 4,17.398,78.472,1900-01-01 10:30:00,43,30,Thursday,April,10,0,2,27,4,35,27.114285714285714,1,1.3870967741935485
D11,2026-04-24,TRP-1361,Restaurant 2,17.362,78.462,1900-01-01 16:45:00,54,13,Friday,April,16,0,1,35,2,38,24.55263157894737,1,3.857142857142857
D11,2026-04-25,TRP-1362,Store F,17.41,78.51,1900-01-01 12:45:00,12,24,Saturday,April,12,1,1,44,4,31,24.774193548387096,1,0.48
D11,2026-04-26,TRP-1363,Hub South,17.33,78.44,1900-01-01 09:30:00,47,45,Sunday,April,9,1,2,15,1,33,27.272727272727273,1,1.0217391304347827
D11,2026-04-28,TRP-1364,Market 1,17.395,78.488,1900-01-01 12:15:00,26,10,Tuesday,April,12,0,1,19,4,52,25.71153846153846,1,2.3636363636363638
D11,2026-05-02,TRP-1365,Store E,17.36,78.47,1900-01-01 14:00:00,19,32,Saturday,May,14,1,1,43,2,38,27.5,1,0.5757575757575758
D11,2026-05-03,TRP-1366,Airport Gate,17.24,78.43,1900-01-01 08:00:00,36,35,Sunday,May,8,1,2,0,1,46,28.369565217391305,1,1.0
D11,2026-05-12,TRP-1367,Depot B,17.345,78.455,1900-01-01 12:00:00,37,32,Tuesday,May,12,0,1,8,2,43,28.790697674418606,1,1.121212121212121
D11,2026-05-14,TRP-1368,Hotel A,17.388,78.492,1900-01-01 15:30:00,39,44,Thursday,May,15,0,1,11,4,44,28.045454545454547,1,0.8666666666666667
D11,2026-05-15,TRP-1369,Warehouse 1,17.44,78.53,1900-01-01 13:15:00,56,30,Friday,May,13,0,1,51,0,38,27.92105263157895,2,1.8064516129032258
